reward, length,actions
-1.209999993443489,10,paaatpppap
-0.9114285735413432,10,ttaapattap
-0.3979365103878081,12,appttpaaptaa
-0.9600000008940697,5,patap
-0.09999999590218067,20,tttppaaatattttpapppa
-0.4999999813735485,20,aatpptpaaaattpptaapp
-1.8499999716877937,16,aaaataattpaaatat
-0.941428572870791,7,attppap
-1.201428565196693,11,paaaptpptat
-0.4216666677966714,9,taaptataa
-4.899999942630529,20,ppaataaaaaapaaaaaaaa
-1.601666639558971,20,aatptaaapaaapaaaaata
-0.8900000024586916,12,ppappataptap
-1.191666659899056,12,ppapataaatap
-0.7999999728053808,20,aaaapaaapppppptpptpt
0.1985714239999652,20,taappatpppptpppppppa
0.19999999552965164,20,ppappappptpppappatpp
0.19999999552965164,20,pptpptppppptapppppaa
0.19999999552965164,20,ppppppppptppaapppapp
-0.8314285753294826,18,ppppppatpppptpppap
0.19999999552965164,20,tpptppppppppttpppppp
0.19999999552965164,20,pappppaptpptpppppppp
0.19999999552965164,20,pappppppptpppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,tppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppppppppptpppppppp
0.19999999552965164,20,pptppppppppppppppapp
0.19999999552965164,20,ppppppppppappppptppp
0.19999999552965164,20,pppppppppppppppppppa
0.19999999552965164,20,pppppppppppppptppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppppappppppppppapp
0.19999999552965164,20,pppppppppppappppppap
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppptpppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppppppppppppappppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppppppppppptappppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppppppppppppptpppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppappppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppptpppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppppppptpppppapppp
0.19999999552965164,20,pppppppppapppppptppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppptppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppapppapppppppppapp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppptpppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppappppppppppppppp
0.19999999552965164,20,pppppptppapppppppppp
0.19999999552965164,20,tppppppppppppppppppp
0.19999999552965164,20,appppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppappppppppppppptp
0.19999999552965164,20,ppppppppppppppptpppp
0.19999999552965164,20,ppppppptpppppppppppp
0.19999999552965164,20,ppppptppppppppppptpa
0.19999999552965164,20,ppppppppppptpppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppapppppppppapppppp
0.19999999552965164,20,pppppppppppppppapppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ttpppppppppppppppppp
0.19999999552965164,20,ppppppppppppppappppp
0.19999999552965164,20,pppppppppptppppppppp
0.19999999552965164,20,ppppppppappppppppppp
0.19999999552965164,20,pppppppppppppppppppa
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppptppppppppppt
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppptppppppppppp
