reward, length,actions
-0.9700000006705523,4,tapt
-0.8400000035762787,17,ttppaattttppaapat
-0.8100000042468309,20,paaaaapppppapptapaat
-0.9400000013411045,7,tppppat
-0.8400000035762787,17,apaaattptptaappat
-0.9700000006705523,4,aaat
-0.9200000017881393,9,paatttpat
-0.9100000020116568,10,ttapataaat
-0.9000000022351742,11,ppaaptaapat
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppptppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppppppppppppppappp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppapppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,tppppppppptppppppppp
0.19999999552965164,20,pppppppppppppppppapp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppptpppppppppppppp
0.19999999552965164,20,ppappppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,tppppppppappppappppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,ppppppppppppappppppp
0.19999999552965164,20,ppappppppppppppppppp
0.19999999552965164,20,pppppppppapppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppptppappppppappp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
0.19999999552965164,20,pppppppppppppppppppp
-0.880000002682209,13,ppppppppppapt
0.19999999552965164,20,ppppppppppappppppppp
0.19999999552965164,20,pppptppppppppppppppp
0.19999999552965164,20,pppppppppppapppppppp
0.19999999552965164,20,pppppppppppppppppppp
